date,race,class,distance,surface,condition,horse_number,horse_name,gear,horse_rating,horse_weight,hcp_weight,c_wt,bar,jockey,trainer,running_position,pl,time,lbw,,,,,,l100m_time_2,l100m_distance_2,off_rail_2,l100m_km_hr_2,,time_2,peak_km_hr_2,avg_km_hr_2,distance_traveled_2,margin_2,finish_3,no_3,horse_name_3,win_div_3,rating_3,c_weight_3,jockey_3,trainer_3,draw_3,running_pos_3,finish_time_3,lbw_3,h_weight_3
22/03/2019,4,M,1000,P,GOOD,3,GREAT HEART,"BB, TT",0,577,57.5,57.5,3,V DURIC,DL FREEDMAN,3-3-2008,8,1:00.67,7.6,,,GREAT HEART,,,6.63,101,4.2,54.8,,1:00.67,68.8,60.3,1017,1 3/4,8,3,GREAT HEART,$13,--,57.5,V DURIC,DL FREEDMAN,3,3-3-2008,1:00.67,7.45L,577kg
22/03/2019,4,M,1000,P,GOOD,9,PAVAROTTI,BB,43,473,55,55,9,K A'ISISUHAIRI,C BROWN,10-9-2009,9,1:00.83,8.6,,,PAVAROTTI,,,6.37,101,12.4,57,,1:00.83,68.5,60.5,1024,1,9,9,PAVAROTTI,$441,43,55,K A'ISISUHAIRI,C BROWN,9,10-9-2009,1:00.83,8.45L,473kg
22/03/2019,4,M,1000,P,GOOD,6,MY GENESIS,,0,526,57.5,53.5,5,APP F YUSOFF,J SAIMEE,8-10-2010,10,1:01.25,11.1,,,MY GENESIS,,,6.4,101,3.2,56.8,,1:01.25,67.6,59.8,1020,2 1/2,10,6,MY GENESIS,$558,--,53.5,F YUSOFF,J SAIMEE,5,8-10-2010,1:01.25,10.95L,526kg
22/03/2019,4,M,1000,P,GOOD,12,HOSTWIN QUEEN,,55,436,53.5,51.5,7,APP S SHAFRIZAL,M CLEMENTS,11-11-2011,11,1:02.62,19.4,,,HOSTWIN QUEEN,,,6.81,101,2.5,53.4,,1:02.62,66.3,58.1,1013,8 1/4,11,12,HOSTWIN QUEEN,$138,55,51.5,S SHAFRIZAL,M CLEMENTS,7,11-11-2011,1:02.62,19.2L,436kg
22/03/2019,5,D,1400,T,GOOD,5,HUMDINGER,"B, TT, SR",50,505,56.5,56.5,1,B THOMPSON,RB MARSH,7-6-2001,1,1:24.27,0,,,HUMDINGER,,,5.85,100,4.4,61.5,,1:24.27,65.6,60.2,1412,-,1,5,HUMDINGER,$66,50,56.5,B THOMPSON,RB MARSH,1,7-6-2001,1:24.27,--,505kg
22/03/2019,5,D,1400,T,GOOD,1,JUST LANDED,,55,493,58,58,8,G BOSS,J SAIMEE,6-4-2002,2,1:24.33,0.3,,,JUST LANDED,,,6.11,101,3.6,59.4,,1:24.33,64.9,60.5,1420,neck,2,1,JUST LANDED,$21,55,58,G BOSS,J SAIMEE,8,6-4-2002,1:24.33,0.3L,493kg
22/03/2019,5,D,1400,T,GOOD,9,PEER GYNT,WK,46,486,56.5,56.5,6,JP VAN DER MERWE,M CLEMENTS,8-9-2003,3,1:24.42,0.8,,,PEER GYNT,,,5.88,100,10.4,61.2,,1:24.42,64.9,60.4,1420,1/2,3,9,PEER GYNT,$103,46,56.5,JP VD MERWE,M CLEMENTS,6,8-9-2003,1:24.42,0.8L,486kg
22/03/2019,5,D,1400,T,GOOD,3,PEGASUS JUNIOR,"B, TT",54,544,58,58,9,APP CC WONG,KY YOUNG,9-8-2004,4,1:24.46,1.1,,,PEGASUS JUNIOR,,,5.82,100,5.2,61.8,,1:24.46,64.6,60.2,1417,neck,4,3,PEGASUS JUNIOR,$61,54,58,CC WONG,KY YOUNG,9,9-8-2004,1:24.46,1.1L,544kg
22/03/2019,5,D,1400,T,GOOD,7,FIRST LIGHT,VIS,46,527,56.5,56.5,4,R WOODWORTH,M WALKER,3-3-2005,5,1:24.53,1.6,,,FIRST LIGHT,,,6.11,101,1.8,59.4,,1:24.53,66.7,60.2,1417,1/2,5,7,FIRST LIGHT,$20,46,56.5,R WOODWORTH,M WALKER,4,3-3-2005,1:24.53,1.6L,527kg
22/03/2019,5,D,1400,T,GOOD,4,I'M THE MAN,B,52,480,58,58,2,J POWELL,DL FREEDMAN,4-5-2006,6,1:24.73,2.9,,,I'M THE MAN,,,6.06,101,4.3,60,,1:24.73,66.7,59.8,1411,1 1/4,6,4,I'M THE MAN,$151,52,58,J POWELL,DL FREEDMAN,2,4-5-2006,1:24.73,2.85L,480kg
22/03/2019,5,D,1400,T,GOOD,2,SOLID CASH,EM,55,541,58,58,3,V DURIC,S GRAY,5-7-2007,7,1:24.93,4.2,,,SOLID CASH,,,6.17,101,5.6,58.9,,1:24.93,66.3,60.0,1418,1 1/4,7,2,SOLID CASH,$14,55,58,V DURIC,S GRAY,3,5-7-2007,1:24.93,4.1L,541kg
22/03/2019,5,D,1400,T,GOOD,8,OPTIMUM STAR,,46,474,56.5,56.5,5,M LERNER,H TAKAOKA,1-2-2008,8,1:24.98,4.5,,,OPTIMUM STAR,,,6.34,101,1.5,57.3,,1:24.98,66.3,59.9,1418,neck,8,8,OPTIMUM STAR,$34,46,56.5,M LERNER,H TAKAOKA,5,1-2-2008,1:24.98,4.4L,474kg
22/03/2019,5,D,1400,T,GOOD,6,SUPER EMPEROR,"B, TT",48,551,56.5,55.5,7,T SEE,HW TAN,2-1-2009,9,1:25.39,7,,,SUPER EMPEROR,,,6.57,101,0.5,55.3,,1:25.39,68.8,59.4,1413,2 1/2,9,6,SUPER EMPEROR,$245,48,55.5,T SEE,HW TAN,7,2-1-2009,1:25.39,6.9L,551kg
22/03/2019,6,C5,1200,P,GOOD,7,MILLION ROUND,B,35,490,54.5,54.5,3,K A'ISISUHAIRI,D KOH,5-7-2001,1,1:13.16,0,,,MILLION ROUND,,,6.11,100,5.7,58.8,,1:13.16,66,60.0,1221,-,1,7,MILLION ROUND,$11,35,54.5,K A'ISISUHAIRI,D KOH,3,5-7-2001,1:13.16,--,490kg
22/03/2019,6,C5,1200,P,GOOD,2,BRIMSTONE,"B, EM",40,501,57,53,5,APP A SYAHIR,KS TAN,3-3-2002,2,1:13.35,1.3,,,BRIMSTONE,,,6.34,101,4.4,57.3,,1:13.35,66.4,59.7,1220,1 1/4,2,2,BRIMSTONE,$54,40,53,A SYAHIR,KS TAN,5,3-3-2002,1:13.35,1.25L,501kg
22/03/2019,6,C5,1200,P,GOOD,3,DARCI'S BOY,B,39,500,56.5,56.5,8,J POWELL,S BAERTSCHIGER,1-1-2003,3,1:13.36,1.4,,,DARCI'S BOY,,,6.37,100,2.7,56.4,,1:13.36,66.7,59.9,1222,nose,3,3,DARCI'S BOY,$19,39,56.5,J POWELL,S BAERTSCHIGER,8,1-1-2003,1:13.36,1.35L,500kg
22/03/2019,6,C5,1200,P,GOOD,9,PARKER,VIS,32,530,53,53,10,B THOMPSON,RB MARSH,7-5-2004,4,1:13.44,1.9,,,PARKER,,,6.46,101,7.9,56.2,,1:13.44,65.3,60.0,1227,1/2,4,9,PARKER,$52,32,53,B THOMPSON,RB MARSH,10,7-5-2004,1:13.44,1.85L,530kg
22/03/2019,6,C5,1200,P,GOOD,6,LAND BELOW D WIND,B,35,493,54.5,54.5,9,R WOODWORTH,D KOK,8-8-2005,5,1:13.79,3.9,,,LAND BELOW D WIND,,,6.31,101,9.5,57.5,,1:13.79,65.3,59.7,1227,2,5,6,LAND BELOW D WIND,$46,35,54.5,R WOODWORTH,D KOK,9,8-8-2005,1:13.79,3.85L,493kg
22/03/2019,6,C5,1200,P,GOOD,5,GRIDIRON,,35,484,54.5,54.5,7,C MURRAY,M WALKER,4-4-2006,6,1:13.87,4.4,,,GRIDIRON,,,6.57,101,6.1,55.3,,1:13.87,66.3,59.6,1226,1/2,6,5,GRIDIRON,$118,35,54.5,C MURRAY,M WALKER,7,4-4-2006,1:13.87,4.35L,484kg
22/03/2019,6,C5,1200,P,GOOD,1,BIG REGARDS,B,40,477,57,57,2,G BOSS,J SAIMEE,9-9-2007,7,1:13.94,4.9,,,BIG REGARDS,,,6.34,101,3.5,57.3,,1:13.94,65.7,59.1,1217,1/2,7,1,BIG REGARDS,$38,40,57,G BOSS,J SAIMEE,2,9-9-2007,1:13.94,4.85L,477kg
22/03/2019,6,C5,1200,P,GOOD,4,DRAGONITE,,39,541,56.5,55.5,6,T SEE,RB MARSH,10-10-2008,8,1:14.01,5.4,,,DRAGONITE,,,6.46,101,8.6,56.2,,1:14.01,66.7,59.4,1223,1/2,8,4,DRAGONITE,$364,39,55.5,T SEE,RB MARSH,6,10-10-2008,1:14.01,5.35L,541kg
22/03/2019,6,C5,1200,P,GOOD,10,SIMPANG,"B, TT",22,514,50,49,4,APP F YUSOFF,KS TAN,6-6-2009,9,1:14.57,8.9,,,SIMPANG,,,6.78,101,2.3,53.6,,1:14.57,66.7,58.6,1217,3 1/2,9,10,SIMPANG,$262,22,49,F YUSOFF,KS TAN,4,6-6-2009,1:14.57,8.85L,514kg
22/03/2019,6,C5,1200,P,GOOD,8,YELLOW JADE HORSE,TT,35,525,54.5,54.5,1,APP CC WONG,KS TAN,2-2-2010,10,1:15.55,14.9,,,YELLOW JADE HORSE,,,7.44,101,1.2,48.8,,1:15.55,66.4,57.9,1217,6,10,8,YELLOW JADE HORSE,$148,35,54.5,CC WONG,KS TAN,1,2-2-2010,1:15.55,14.85L,525kg
22/03/2019,7,C,1000,P,GOOD,2,INVINCIBLE RYKER,"B, TT",74,564,58,58,6,R WOODWORTH,D MEAGHER,7-6-2001,1,0:59.05,0,,,INVINCIBLE RYKER,,,6.08,100,7.9,59.1,,59.05,69.5,62.0,1020,-,1,2,INVINCIBLE RYKER,$133,74,58,R WOODWORTH,D MEAGHER,6,7-6-2001,0:59.05,--,564kg
22/03/2019,7,C,1000,P,GOOD,7,WOLF WARRIOR,,71,525,58,58,7,M LERNER,HW TAN,8-7-2002,2,0:59.11,0.3,,,WOLF WARRIOR,,,6.03,100,10.4,59.7,,59.11,70.2,61.9,1019,neck,2,7,WOLF WARRIOR,$33,71,58,M LERNER,HW TAN,7,8-7-2002,0:59.11,0.3L,525kg
22/03/2019,7,C,1000,P,GOOD,3,NOVA VOCAL,B,74,503,58,57,5,S NOH,J PETERS,4-5-2003,3,0:59.13,0.5,,,NOVA VOCAL,,,6.2,101,4.7,58.6,,59.13,68,61.6,1015,head,3,3,NOVA VOCAL,$9,74,57,S NOH,J PETERS,5,4-5-2003,0:59.13,0.5L,503kg
22/03/2019,7,C,1000,P,GOOD,4,THE BIG EASY,TT,73,525,58,58,2,V DURIC,D LOGAN,5-3-2004,4,0:59.17,0.8,,,THE BIG EASY,,,6.46,101,2,56.2,,59.17,69.1,61.4,1013,neck,4,4,THE BIG EASY,$26,73,58,V DURIC,MS D LOGAN,2,5-3-2004,0:59.17,0.8L,525kg
22/03/2019,7,C,1000,P,GOOD,12,YULONG GREEN,BB,63,481,55,55,8,JP VAN DER MERWE,R LE GRANGE,6-9-2005,5,0:59.33,1.8,,,YULONG GREEN,,,6.08,100,12.4,59.1,,59.33,69.5,62.0,1024,1,5,12,YULONG GREEN,$459,63,55,JP VD MERWE,R LE GRANGE,8,6-9-2005,0:59.33,1.8L,481kg
22/03/2019,7,C,1000,P,GOOD,1,MOKASTAR,B,79,453,59.5,56.5,9,APP T KRISNA,R LE GRANGE,3-4-2006,6,0:59.41,2.3,,,MOKASTAR,,,6.43,101,7,56.5,,59.41,69.1,61.5,1018,1/2,6,1,MOKASTAR,$24,79,56.5,T KRISNA,R LE GRANGE,9,3-4-2006,0:59.41,2.3L,453kg
22/03/2019,7,C,1000,P,GOOD,5,KISS YOUR SONG,TT,72,508,58,58,10,M KELLADY,S BAERTSCHIGER,9-8-2007,7,0:59.50,2.8,,,KISS YOUR SONG,,,6.26,101,7.4,58.1,,59.5,70.2,61.7,1022,1/2,7,5,KISS YOUR SONG,$111,72,58,M KELLADY,S BAERTSCHIGER,10,9-8-2007,0:59.50,2.8L,508kg
22/03/2019,7,C,1000,P,GOOD,8,LONHRO GOLD,"B, TT",69,537,56.5,56.5,3,B THOMPSON,C BROWN,1-1-2008,8,0:59.51,2.9,,,LONHRO GOLD,,,6.43,101,1.3,56.5,,59.51,69.2,61.0,1011,nose,8,8,LONHRO GOLD,$118,69,56.5,B THOMPSON,C BROWN,3,1-1-2008,0:59.51,2.9L,537kg
22/03/2019,7,C,1000,P,GOOD,11,FRIENDSHIP,B,63,532,55,55,4,G BOSS,J O'HARA,10-10-2009,9,0:59.55,3.2,,,FRIENDSHIP,,,6.31,101,5.7,57.5,,59.55,67.3,61.1,1014,neck,9,11,FRIENDSHIP,$328,63,55,G BOSS,J O'HARA,4,10-10-2009,0:59.55,3.2L,532kg
22/03/2019,7,C,1000,P,GOOD,6,KRATOS,"BB, TT",72,527,58,57,12,TH KOH,J O'HARA,2-2-2010,10,1:00.03,6.2,,,KRATOS,,,6.83,101,1.7,53.2,,1:00.03,71,60.8,1018,3,10,6,KRATOS,$233,72,57,TH KOH,J O'HARA,12,2-2-2010,1:00.03,6.2L,527kg
22/03/2019,7,C,1000,P,GOOD,10,REACH FOR THE SUN,B,66,547,56.5,55.5,11,T REHAIZAT,D KOH,11-11-2011,11,1:01.25,13.5,,,REACH FOR THE SUN,,,6.81,101,6.2,53.4,,1:01.25,66.9,59.4,1013,7 1/4,11,10,REACH FOR THE SUN,$258,66,55.5,T REHAIZAT,D KOH,11,11-11-2011,1:01.25,13.45L,547kg
22/03/2019,8,C4,1400,T,GOOD,11,SACRED GURU,,57,491,55,55,10,R WOODWORTH,M WALKER,7-7-2001,1,1:22.78,0,,,SACRED GURU,,,6.08,100,6.3,59.1,,1:22.78,69.2,61.5,1414,-,1,11,SACRED GURU,$68,57,55,R WOODWORTH,M WALKER,10,7-7-2001,1:22.78,--,491kg
22/03/2019,8,C4,1400,T,GOOD,7,DAZZLE GOLD,BB,58,519,55.5,54.5,14,T SEE,S BURRIDGE,9-10-2002,2,1:22.92,1,,,DAZZLE GOLD,,,6.06,100,7.5,59.4,,1:22.92,67.7,61.5,1418,1,2,7,DAZZLE GOLD,$486,58,54.5,T SEE,S BURRIDGE,14,9-10-2002,1:22.92,1L,519kg
22/03/2019,8,C4,1400,T,GOOD,4,SALVADOR,,61,538,57,56,9,S NOH,S BURRIDGE,11-11-2003,3,1:22.95,1.3,,,SALVADOR,,,6,101,6,60.6,,1:22.95,67.4,61.3,1412,neck,3,4,SALVADOR,$15,61,56,S NOH,S BURRIDGE,9,11-11-2003,1:22.95,1.3L,538kg
22/03/2019,8,C4,1400,T,GOOD,10,QUADCOPTER,"B, TT",57,495,55,55,3,M LERNER,H TAKAOKA,2-2-2004,4,1:22.99,1.6,,,QUADCOPTER,,,6.17,101,2.5,58.9,,1:22.99,68.5,61.3,1413,neck,4,10,QUADCOPTER,$22,57,55,M LERNER,H TAKAOKA,3,2-2-2004,1:22.99,1.6L,495kg
22/03/2019,8,C4,1400,T,GOOD,1,BLACK QUAIL,VIS,61,493,57,57,8,V DURIC,M WALKER,5-5-2005,5,1:23.10,2.4,,,BLACK QUAIL,,,6.2,101,5.1,58.6,,1:23.10,68.5,61.2,1413,3/4,5,1,BLACK QUAIL,$22,61,57,V DURIC,M WALKER,8,5-5-2005,1:23.10,2.35L,493kg
22/03/2019,8,C4,1400,T,GOOD,3,NOT USUAL PRINCE,"B, TT",61,517,57,57,4,G BOSS,D LOGAN,6-6-2006,6,1:23.16,2.9,,,NOT USUAL PRINCE,,,6.2,100,0.5,58,,1:23.16,68.5,60.9,1409,1/2,6,3,NOT USUAL PRINCE,$104,61,57,G BOSS,MS D LOGAN,4,6-6-2006,1:23.16,2.85L,517kg
22/03/2019,8,C4,1400,T,GOOD,5,SUPER TYCOON,SR,61,476,57,57,6,B THOMPSON,R LE GRANGE,10-8-2007,7,1:23.32,3.9,,,SUPER TYCOON,,,6.17,100,3,58.3,,1:23.32,67.1,60.9,1409,1,7,5,SUPER TYCOON,$70,61,57,B THOMPSON,R LE GRANGE,6,10-8-2007,1:23.32,3.85L,476kg
22/03/2019,8,C4,1400,T,GOOD,6,BRACED,,58,490,55.5,55.5,12,S JOHN,L DRAGON,13-13-8,8,1:23.41,4.4,,,BRACED,,,6.06,101,1.2,60,,1:23.41,67.4,60.9,1411,1/2,8,6,BRACED,$238,58,55.5,S JOHN,MS L DRAGON,12,13-13-8,1:23.41,4.35L,490kg
22/03/2019,8,C4,1400,T,GOOD,13,FORESTO,B,56,561,54.5,54.5,5,JP VAN DER MERWE,DL FREEDMAN,8-9-2009,9,1:23.61,5.7,,,FORESTO,,,6.26,101,7.1,58.1,,1:23.61,67.4,60.8,1414,1 1/4,9,13,FORESTO,$269,56,54.5,JP VD MERWE,DL FREEDMAN,5,8-9-2009,1:23.61,5.6L,561kg
22/03/2019,8,C4,1400,T,GOOD,8,SILENT PRINCE,B,58,439,55.5,55.5,13,K A'ISISUHAIRI,S BAERTSCHIGER,12-12-2010,10,1:23.63,5.8,,,SILENT PRINCE,,,6.26,101,9.6,58.1,,1:23.63,68.5,61.0,1419,short head,10,8,SILENT PRINCE,$97,58,55.5,K A'ISISUHAIRI,S BAERTSCHIGER,13,12-12-2010,1:23.63,5.75L,439kg
22/03/2019,8,C4,1400,T,GOOD,2,KING ZOUSTAR,B,61,484,57,57,7,APP CC WONG,DL FREEDMAN,4-4-2011,11,1:23.71,6.3,,,KING ZOUSTAR,,,6.4,100,5,56.2,,1:23.71,68.9,60.9,1416,1/2,11,2,KING ZOUSTAR,$151,61,57,CC WONG,DL FREEDMAN,7,4-4-2011,1:23.71,6.25L,484kg
22/03/2019,8,C4,1400,T,GOOD,9,ELITE BEAST,"TT, SR",57,503,55,51,1,APP N HANAFI,J TAN,3-3-2012,12,1:23.75,6.6,,,ELITE BEAST,,,6.4,101,1.9,56.8,,1:23.75,68.8,60.5,1408,neck,12,9,ELITE BEAST,$65,57,51,N HANAFI,J TAN,1,3-3-2012,1:23.75,6.55L,503kg
22/03/2019,8,C4,1400,T,GOOD,14,GREAT SEVEN,B,56,503,54.5,54.5,2,C MURRAY,S BURRIDGE,1-1-2013,13,1:24.62,11.9,,,GREAT SEVEN,,,6.98,101,1,52.1,,1:24.62,69.6,60.0,1410,5 1/4,13,14,GREAT SEVEN,$91,56,54.5,C MURRAY,S BURRIDGE,2,1-1-2013,1:24.62,11.8L,503kg
22/03/2019,8,C4,1400,T,GOOD,12,YULONG ADMIRAL,BB,57,525,55,55,11,M KELLADY,DL FREEDMAN,14-14-14,14,1:24.96,13.9,,,YULONG ADMIRAL,,,6.75,101,2.3,53.8,,1:24.96,66.4,59.9,1414,2,14,12,YULONG ADMIRAL,$348,57,55,M KELLADY,DL FREEDMAN,11,14-14-14,1:24.96,13.8L,525kg
05/04/2019,1,C5,1400,T,GOOD,3,MILLENNIUM'S RULE,,47,497,59.5,55.5,9,APP R ISKANDAR,S GRAY,13-10-2001,1,1:23.84,0,,,MILLENNIUM'S RULE,,,6.08,101,3.2,59.7,,1:23.84,66.7,61.0,1419,-,1,3,MILLENNIUM'S RULE,$39,47,55.5,R ISKANDAR,S GRAY,9,13-10-2001,1:23.84,--,497kg
05/04/2019,1,C5,1400,T,GOOD,5,MY BOSS,,45,459,58.5,58.5,5,M RODD,ZL MOK,11-12-2002,2,1:23.88,0.3,,,MY BOSS,,,6.08,101,7.1,59.7,,1:23.88,67,61.1,1423,neck,2,5,MY BOSS,$23,45,58.5,M RODD,ZL MOK,5,11-12-2002,1:23.88,0.3L,459kg
05/04/2019,1,C5,1400,T,GOOD,1,ANOTHER SHOW,TT,48,479,60,57,12,APP T KRISNA,M WALKER,5-6-2003,3,1:23.98,1.1,,,ANOTHER SHOW,,,6.2,101,7.7,58.6,,1:23.98,67,61.3,1427,3/4,3,1,ANOTHER SHOW,$89,48,57,T KRISNA,M WALKER,12,5-6-2003,1:23.98,1.05L,479kg
05/04/2019,1,C5,1400,T,GOOD,2,MINGS MAN,"WK, TT",48,464,60,57,8,APP N ZYRUL,RB MARSH,2-2-2004,4,1:24.01,1.3,,,MINGS MAN,,,6.29,101,3.7,57.8,,1:24.01,67.4,60.7,1415,head,4,2,MINGS MAN,$54,48,57,N ZYRUL,RB MARSH,8,2-2-2004,1:24.01,1.25L,464kg
05/04/2019,1,C5,1400,T,GOOD,8,GROS PITON,TT,43,533,57.5,57.5,3,B THOMPSON,J PETERS,4-5-2005,5,1:24.14,2.1,,,GROS PITON,,,6.4,101,4,56.8,,1:24.14,67.1,60.7,1419,3/4,5,8,GROS PITON,$66,43,57.5,B THOMPSON,J PETERS,3,4-5-2005,1:24.14,2L,533kg
05/04/2019,1,C5,1400,T,GOOD,11,BRILLIANT ONE,B,42,488,57,57,6,V DURIC,D KOK,7-9-2006,6,1:24.31,3.1,,,BRILLIANT ONE,,,6.31,101,6.9,57.5,,1:24.31,68.5,60.8,1422,1,6,11,BRILLIANT ONE,$80,42,57,V DURIC,D KOK,6,7-9-2006,1:24.31,3L,488kg
05/04/2019,1,C5,1400,T,GOOD,4,PEER GYNT,WK,46,492,59,59,2,JP VAN DER MERWE,M CLEMENTS,6-4-2007,7,1:24.32,3.2,,,PEER GYNT,,,6.31,101,3.7,57.5,,1:24.32,67.4,60.4,1413,nose,7,4,PEER GYNT,$31,46,59,JP VD MERWE,M CLEMENTS,2,6-4-2007,1:24.32,3.1L,492kg
05/04/2019,1,C5,1400,T,GOOD,14,SONORAN,,37,474,54.5,54.5,7,D MOOR,S BURRIDGE,12-8-2008,8,1:24.37,3.5,,,SONORAN,,,6.34,101,2.2,57.3,,1:24.37,67.4,60.4,1414,neck,8,14,SONORAN,$54,37,54.5,D MOOR,S BURRIDGE,7,12-8-2008,1:24.37,3.4L,474kg
05/04/2019,1,C5,1400,T,GOOD,6,ARCHIE,BB,43,437,57.5,57.5,1,I SAIFUDIN,J SAIMEE,3-3-2009,9,1:24.52,4.5,,,ARCHIE,,,6.49,101,6.1,56,,1:24.52,67.7,60.4,1417,1,9,6,ARCHIE,$342,43,57.5,I SAIFUDIN,J SAIMEE,1,3-3-2009,1:24.52,4.4L,437kg
05/04/2019,1,C5,1400,T,GOOD,7,FIGHTING WARRIOR,B,43,516,57.5,57.5,4,APP CC WONG,D MEAGHER,8-7-2010,10,1:24.93,7,,,FIGHTING WARRIOR,,,6.63,101,5.4,54.8,,1:24.93,67.4,60.1,1417,2 1/2,10,7,FIGHTING WARRIOR,$79,43,57.5,CC WONG,D MEAGHER,4,8-7-2010,1:24.93,6.9L,516kg
05/04/2019,1,C5,1400,T,GOOD,12,JOYOUS,"P, TT",42,466,57,57,13,M ZAKI,M YUSOF,1-1-2011,11,1:25.01,7.5,,,JOYOUS,,,6.69,101,3.4,54.3,,1:25.01,67.8,60.2,1421,1/2,11,12,JOYOUS,$27,42,57,M ZAKI,M YUSOF,13,1-1-2011,1:25.01,7.4L,466kg
05/04/2019,1,C5,1400,T,GOOD,13,WIRA SAKTI,"B, TT",42,528,57,53,10,APP A SYAHIR,KY YOUNG,14-14-12,12,1:25.19,8.5,,,WIRA SAKTI,,,6.49,101,8.1,56,,1:25.19,68.1,60.2,1424,1,12,13,WIRA SAKTI,$171,42,53,A SYAHIR,KY YOUNG,10,14-14-12,1:25.19,8.4L,528kg
05/04/2019,1,C5,1400,T,GOOD,9,MONTRER,BB,43,464,57.5,57.5,11,M KELLADY,KS TAN,9-11-2013,13,1:25.34,9.5,,,MONTRER,,,6.66,101,10.7,54.5,,1:25.34,66.7,60.3,1428,1,13,9,MONTRER,$307,43,57.5,M KELLADY,KS TAN,11,9-11-2013,1:25.34,9.4L,464kg
05/04/2019,1,C5,1400,T,GOOD,10,OFFICIAL,BB,43,475,57.5,57.5,14,J AZZOPARDI,M CLEMENTS,10-13-14,14,1:25.35,9.6,,,OFFICIAL,,,6.52,101,13.1,55.7,,1:25.35,67.1,60.4,1431,short head,14,10,OFFICIAL,$75,43,57.5,J AZZOPARDI,M CLEMENTS,14,10-13-14,1:25.35,9.55L,475kg
05/04/2019,2,M,1100,P,GOOD,10,MY MIRACLE,B,43,471,55.5,55.5,3,J POWELL,HW TAN,2-2-2001,1,1:05.54,0,,,MY MIRACLE,,,6.08,101,2,59.7,,1:05.54,67.7,61.2,1115,-,1,10,MY MIRACLE,$7,43,55.5,J POWELL,HW TAN,3,2-2-2001,1:05.54,--,471kg
05/04/2019,2,M,1100,P,GOOD,7,STAGESHOW,"EM, SR",0,482,57.5,57.5,4,APP CC WONG,KS TAN,4-4-2002,2,1:06.48,5.8,,,STAGESHOW,,,6.11,101,4,59.4,,1:06.48,67,60.2,1114,5 3/4,2,7,STAGESHOW,$57,--,57.5,CC WONG,KS TAN,4,4-4-2002,1:06.48,5.75L,482kg
05/04/2019,2,M,1100,P,GOOD,2,JK FLASH,,41,467,57.5,57.5,1,I SAIFUDIN,J O'HARA,7-6-2003,3,1:06.56,6.3,,,JK FLASH,,,6.08,101,7.1,59.7,,1:06.56,65,60.2,1115,1/2,3,2,JK FLASH,$166,41,57.5,I SAIFUDIN,J O'HARA,1,7-6-2003,1:06.56,6.25L,467kg
05/04/2019,2,M,1100,P,GOOD,11,MONT CHOISY,SR,38,453,55.5,55.5,9,N JUGLALL,R LE GRANGE,3-3-2004,4,1:06.66,7.1,,,MONT CHOISY,,,6.31,101,4,57.5,,1:06.66,67.7,60.3,1118,3/4,4,11,MONT CHOISY,$105,38,55.5,N JUGLALL,R LE GRANGE,9,3-3-2004,1:06.66,7L,453kg
05/04/2019,2,M,1100,P,GOOD,1,D'GREAT COMMAND,B,45,566,57.5,57.5,6,M EWE,KY YOUNG,8-7-2005,5,1:06.93,8.6,,,D'GREAT COMMAND,,,6.29,100,8.5,57.2,,1:06.93,66.3,60.2,1121,1 1/2,5,1,D'GREAT COMMAND,$30,45,57.5,M EWE,KY YOUNG,6,8-7-2005,1:06.93,8.5L,566kg
05/04/2019,2,M,1100,P,GOOD,6,LEO,TT,0,490,57.5,57.5,10,B THOMPSON,D LOGAN,1-1-2006,6,1:07.05,9.4,,,LEO,,,6.72,101,1.4,54.1,,1:07.05,69.1,59.7,1115,3/4,6,6,LEO,$49,--,57.5,B THOMPSON,MS D LOGAN,10,1-1-2006,1:07.05,9.25L,490kg
05/04/2019,2,M,1100,P,GOOD,3,PHAN NEE STAR,B,38,486,57.5,57.5,5,JP VAN DER MERWE,ZL MOK,5-5-2007,7,1:07.50,12.2,,,PHAN NEE STAR,,,6.6,101,5.2,55,,1:07.50,66.2,59.4,1116,2 3/4,7,3,PHAN NEE STAR,$203,38,57.5,JP VD MERWE,ZL MOK,5,5-5-2007,1:07.50,12L,486kg
05/04/2019,2,M,1100,P,GOOD,8,QUEEN OF QUEENS,,22,467,56,53,8,APP N ZYRUL,L KHOO,6-8-2008,8,1:07.64,13.2,,,QUEEN OF QUEENS,,,6.31,100,4.9,57,,1:07.64,65.6,59.5,1121,1,8,8,QUEEN OF QUEENS,$211,22,53,N ZYRUL,L KHOO,8,6-8-2008,1:07.64,13L,467kg
05/04/2019,2,M,1100,P,GOOD,4,ROUGHEAD,"TT, EM",36,495,57.5,57.5,2,C MURRAY,ZL MOK,9-10-2009,9,1:07.67,13.4,,,ROUGHEAD,,,6.2,101,9.1,58.6,,1:07.67,64.6,59.4,1118,head,9,4,ROUGHEAD,$112,36,57.5,C MURRAY,ZL MOK,2,9-10-2009,1:07.67,13.2L,495kg
05/04/2019,2,M,1100,P,GOOD,9,BELL AIR,SR,43,452,55.5,55.5,7,M ZAKI,HW TAN,10-9-2010,10,1:08.11,16.2,,,BELL AIR,,,6.6,101,2.6,55,,1:08.11,66.4,58.7,1113,2 3/4,10,9,BELL AIR,$218,43,55.5,M ZAKI,HW TAN,7,10-9-2010,1:08.11,15.95L,452kg
